Title,Summary,Date
Tiziana Life Sciences Announces Reduction in Microglial Activation in a Total of 5 Out of 6 Intranasal Foralumab Expanded Access Patients with Non-Active Secondary Progressive Multiple Sclerosis,"Figure 1 Baseline versus 3-month PET scans Results confirm positive signal previously reported in the first two Expanded Access patients who both subsequently demonstrated clinical improvementsPhase 2a trial in na-SPMS on track to begin in Q3 2023KOL webinar with Howard L. Weiner, M.D., Chairman of Tiziana's Scientific Advisory Board and Co-Director of the Ann Romney Center for Neurologic Diseases at Brigham and Women’s Hospital being held today at 12:30 PM ET (details below) NEW YORK, June 05,",2023-06-05
Tiziana reports reduction in microglial activation with intranasal foralumab,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-06-05
"ATAI, NINE and TLSA are among pre market gainers",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-06-05
Tiziana Life Sciences to Host KOL Webinar on Foralumab in Non-Active Secondary Progressive Multiple Sclerosis (SPMS),"Webinar to take place on Monday, June 5, 2023 at 12:30 PM ETNEW YORK, May 25, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company developing breakthrough immunomodulation therapies via novel routes of drug delivery, today announced it will host a virtual KOL event to discuss the potential of foralumab in non-active secondary progressive multiple sclerosis (na SPMS) on Monday, June 5, 2023 at 12:30 PM ET. The event will feature",2023-05-25
Tiziana Life Sciences to host KOL webinar on foralumab,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-05-25
Tiziana Life Sciences Announces Participation on the Webull Corporate Communications Service Platform,"NEW YORK, May 23, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company developing breakthrough immunomodulation therapies via novel routes of drug delivery, today announced that they are now participating on the new Webull Corporate Communication services platform. The Tiziana portal on the Webull platform will help provide the Company with a direct line of communication with its shareholders while providing Tiziana's followers",2023-05-23
Tiziana Life Sciences participates in Webull Corporate Communication platform,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-05-23
Tiziana Life Sciences Announces Chief Medical Officer Invited to Give Presentation on Intranasal Foralumab on May 17,"NEW YORK, May 17, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company developing breakthrough immunomodulation therapies via novel routes of drug delivery, today announced that its Chief Medical Officer is presenting at the Hanson Wade Novel Nasal Formulation and Delivery Summit on May 17 in San Diego. “I was truly honored when Hanson Wade contacted me requesting that I speak at its Novel Nasal Formulation and Delivery Summit1,",2023-05-17
"Analysts Offer Insights on Healthcare Companies: Ascendis Pharma (ASND), Editas Medicine (EDIT) and Tiziana Life Sciences (TLSA)",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-05-05
"Analysts Are Bullish on Top Healthcare Stocks: Ascendis Pharma (ASND), Tiziana Life Sciences (TLSA)",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-05-05
TLSA: SPMS Phase II to Proceed,"By John Vandermosten, CFA NASDAQ:TLSA Tiziana Life Sciences PLC (NASDAQ:TLSA) is preparing to launch a Phase II clinical trial in non-active secondary progressive multiple sclerosis (SPMS) in 3Q:23. Support for the trial comes from the early but promising data that has been generated in the expanded access program. In this note we will review Tiziana’s efforts to advance intranasal foralumab in",2023-05-02
Tiziana Life Sciences Announces Findings from Intranasal Anti-CD3 mAb Treatment in Intracerebral Hemorrhage at the Annual American Academy of Neurology Conference,"There are no effective treatments for intracerebral hemorrhage (ICH), which has a 30% to 40% mortality rateIntranasal anti-CD3 mAb treatment showed a reduction in Intracerebral Hemorrhage injury severityIntranasal foralumab could represent a novel therapeutic approach for treating ICH and potentially other types of acute brain injury NEW YORK, April 27, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company developing breakthrough",2023-04-27
Tiziana Life Sciences announces findings from nasal anti-CD3 mAb treatment,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-27
"Tiziana Life Sciences Ltd Reports Annual Results for the Twelve Months Ended December 31, 2022, and Corporate Update","NEW YORK, April 26, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences, Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company developing breakthrough immunomodulation therapies via novel routes of drug delivery, today announced financial results for the twelve months ended December 31, 2022, and provided a corporate update on its lead programs in development. Gabriele Cerrone, Executive Chairman, founder and interim Chief Executive Officer of Tiziana, commented, “After announcing",2023-04-26
Tiziana Life Sciences reports FY results,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-26
Tiziana Life Sciences Ltd. Regains Compliance with Nasdaq Listing Minimum Bid Price Rule,"NEW YORK, April 24, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company developing breakthrough immunomodulation therapies via novel routes of drug delivery, today announces that it has received a notification from the Nasdaq Stock Market LLC (“Nasdaq”) Listing Qualifications Department informing the Company that it has regained compliance with the Nasdaq listing minimum bid price requirement for continued listing on the Nasdaq",2023-04-24
Tiziana Life Sciences regains compliance with Nasdaq listing minimum bid price rule,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-24
Tiziana Life regains compliance with Nasdaq listing minimum bid price rule,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-24
Tiziana Life Sciences plans to file Investigational New Drug Application for Alzheimer's treatment,Tiziana Life Sciences chief medical officer Dr Matthew Davis joins Proactive's Natalie Stoberman to share how the company is planning to file an Investigational New Drug (IND) application for intra...,2023-04-21
Tiziana Life Sciences to File Alzheimer’s IND for Intranasal Foralumab in Q2 2023,"Application for $3M of non-dilutive funding for Phase 2a Alzheimer’s trial will be submitted in Q2 2023Tiziana guided by FDA Type “B” meeting comments on its scheduled Q2 2023 intranasal foralumab Alzheimer’s IND filingAlzheimer’s patients will be administered 3-months of intranasal foralumab to study effects on neuroinflammation caused microglia activation NEW YORK, April 20, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company",2023-04-20
Tiziana Life Sciences to file alzheimer`s IND for intranasal foralumab in Q2,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-20
"Tiziana Life Sciences Has Only Fully Human Anti-CD3 mAB In Clinical Studies, Could Be Poised To Improve Care For Patients With Severe Multiple Sclerosis","Tiziana Life Sciences (NASDAQ:TLSA), a London-based biotechnology company, is developing a first-in-class drug, Foralumab. Foralumab is the only fully human anti-CD3 monoclonal antibody (mAb) at the clinical stage.",2023-04-19
Tiziana Life Sciences Initiates Program to Develop Intranasal Foralumab in Type 1 Diabetes,"CD3 antibody has emerged as an established and attractive target for Type 1 diabetes after the $2.9 billion acquisition of Provention Bio by SanofiMechanism of Action of Tiziana’s first-in-class, only fully human CD3 antibody, intranasal foralumab, makes it an ideal candidate for Type 1 diabetes Tiziana initiates program to study both the treatment and the delay of type 1 diabetes using its convenient self-administered intranasal foralumab NEW YORK, April 18, 2023 (GLOBE NEWSWIRE) -- Tiziana Lif",2023-04-18
Tiziana Life Sciences initiates program to develop foralumab in T1D,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-18
Treatments For Non-Active Secondary Progressive Multiple Sclerosis Remain Scarce – Tiziana Life Sciences’ (NASDAQ:TLSA) First-in-Class Foralumab Is Showing Promise,"Research is being done into whether there might be treatments that tackle Multiple Sclerosis (MS) through immunosuppression and a reduction of patient neuroinflammation. Anti-CD3 monoclonal antibodies are treatments that seek to reduce inflammation in the body, but all these immunosuppressive drugs use either animal or humanized antibodies, which are less effective than fully human antibodies.",2023-04-17
Tiziana Life Sciences pursuing development of intranasal foralumab for Long COVID treatment,Tiziana Life Sciences chief medical officer Dr Matthew Davis joins Proactive's Natalie Stoberman to explain how the company is pursuing the development of intranasal foralumab for the treatment of ...,2023-04-17
Treatments For Non-Active Secondary Progressive Multiple Sclerosis Remain Scarce ��� Tiziana Life Sciences` (NASDAQ:TLSA) First-in-Class Foralumab Is Showing Promise,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-17
EXCLUSIVE: Tiziana Life Sciences Plans To Develop Multiple Sclerosis Hopeful For Long COVID Patients,"Tiziana Life Sciences Ltd (NASDAQ: TLSA) plans to investigate intranasal foralumab for Long COVID. What Happened: The work is supported by foralumab's well-established role in de-activating microglia cells, a key component in this disease's pathogenesis. ""We anticipate entering into a Phase 2a placebo-controlled clinical trial upon successful feedback from the FDA"", commented Matthew Davis, Chief Medical Officer of Tiziana. ""The use of PET Scans will allow us to determine if intranasal foralumab",2023-04-13
Tiziana Life Sciences to Pursue Development of Intranasal Foralumab for the Treatment of Long COVID,"Long COVID remains a high unmet need causing a myriad of complications for patients and costing the U.S. healthcare system an estimated $2.6 trillionThe role of activated microglia is well-established in the pathogenesis of Long COVID and Tiziana’s first-in-class intranasal foralumab dampens activated microglia NEW YORK, April 13, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company developing breakthrough immunomodulation thera",2023-04-13
Tiziana stock pops on plans to develop intranasal foralumab for Long COVID,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-13
Tiziana to develop intranasal foralumab for the treatment of long COVID,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2023-04-13
Tiziana Life Sciences Announces Presentations on Intranasal Foralumab at the “Preserving the Brain” Scientific Conference and Exhibit at Prada Rong Zhai in Shanghai,"Exhibition will run from March 31st to May 21st, 2023, at Prada Rong ZhaiScientific Conference will be held on April 20th, 2023, at Prada Rong Zhai NEW YORK, April 10, 2023 (GLOBE NEWSWIRE) -- Tiziana Life Sciences Ltd. (Nasdaq: TLSA) (“Tiziana” or the “Company”), a biotechnology company developing breakthrough immunomodulation therapies via novel routes of drug delivery, today announced that poster presentations on intranasal foralumab are being presented at the “Preserving the Brain” scientifi",2023-04-10
